,strategy_config,2017-2020,2017,2018,2019,2020,2017_Q1,2018_Q1,2019_Q1,2020_Q1,2017_Q2,2018_Q2,2019_Q2,2020_Q2,2017_Q3,2018_Q3,2019_Q3,2020_Q3,2017_Q4,2018_Q4,2019_Q4,2020_Q4,2017_M1,2018_M1,2019_M1,2020_M1,2017_M2,2018_M2,2019_M2,2020_M2,2017_M3,2018_M3,2019_M3,2020_M3,2017_M4,2018_M4,2019_M4,2020_M4,2017_M5,2018_M5,2019_M5,2020_M5,2017_M6,2018_M6,2019_M6,2020_M6,2017_M7,2018_M7,2019_M7,2020_M7,2017_M8,2018_M8,2019_M8,2020_M8,2017_M9,2018_M9,2019_M9,2020_M9,2017_M10,2018_M10,2019_M10,2020_M10,2017_M11,2018_M11,2019_M11,2020_M11,2017_M12,2018_M12,2019_M12,2020_M12
20,20,-793.2299999999999,409.94000000000017,572.32,659.4600000000002,-1577.8500000000004,-61.060000000000024,262.26,310.28000000000014,-1164.63,156.31999999999994,52.03999999999998,317.49,-71.88000000000002,185.73000000000002,-354.37999999999994,-93.78000000000004,34.72000000000002,119.62000000000005,551.03,210.64999999999992,-722.35,0.0,82.91999999999999,126.63999999999999,-140.82,-25.629999999999995,128.77999999999997,301.12,-243.64000000000004,-37.72999999999999,45.129999999999995,-101.30000000000001,-824.6900000000002,-22.8,-81.93,30.26000000000002,-23.86,113.05000000000004,104.80999999999999,213.79999999999998,43.94999999999996,67.45,14.930000000000007,63.21,-97.52000000000001,-75.61000000000004,129.62000000000003,-272.78999999999996,-167.61,88.98,-75.92,115.21999999999996,-60.03999999999999,188.0,-417.42,51.10999999999999,205.83,6.910000000000014,421.73999999999995,129.85999999999996,-48.91999999999999,-39.28999999999999,-80.69,4.149999999999988,-686.68,140.17999999999995,221.99,77.52999999999999,0.0
21,21,-35.55000000000002,45.30999999999999,432.26000000000005,378.0600000000001,-605.03,102.72999999999999,-19.689999999999984,103.27,-560.62,25.979999999999993,-19.80000000000002,-0.08000000000000362,84.13000000000001,-34.31,156.48000000000002,351.46,49.509999999999984,-58.49999999999999,279.39,-52.99999999999999,-119.25,55.64000000000001,-65.51999999999998,81.49999999999999,57.00000000000001,40.40999999999998,59.790000000000006,30.440000000000012,-38.56000000000001,8.219999999999999,-11.879999999999995,-9.539999999999994,-564.51,31.26000000000001,10.180000000000001,38.81,48.17999999999997,-24.32,9.990000000000007,-67.63999999999999,12.440000000000008,26.88,-44.65999999999999,22.950000000000003,14.570000000000006,-81.5,30.239999999999995,-13.459999999999994,113.03999999999999,61.59,37.95,58.95999999999999,-8.54000000000001,-7.2500000000000036,77.12,304.26,-47.480000000000004,-42.88,142.49999999999997,-6.719999999999988,-73.11,-40.89999999999999,-2.1099999999999985,-20.749999999999996,-104.60999999999997,23.5,139.57,-23.099999999999998,65.28
22,22,329.6199999999999,550.88,1372.4999999999993,584.22,-1462.2900000000002,113.89999999999998,332.70000000000005,-63.16,-1345.06,174.74,97.36000000000001,27.33000000000002,158.73,69.65,-42.84,648.6000000000003,-99.22,141.29999999999998,751.41,-17.71999999999999,-82.90000000000002,17.3,-130.67000000000002,-24.439999999999998,23.12999999999999,20.240000000000002,271.55000000000007,-12.280000000000031,-88.03999999999999,72.54,185.34,-15.360000000000005,-1315.5900000000001,11.159999999999995,-25.57,55.87000000000002,91.00999999999999,56.02,102.68999999999998,-57.56,-1.0658141036401503e-14,97.22,23.479999999999997,23.340000000000003,73.45999999999998,-56.08999999999999,-20.220000000000002,31.759999999999998,25.980000000000008,143.79,-21.059999999999995,178.19999999999996,-157.08,-11.210000000000004,5.0299999999999985,378.6500000000001,47.97000000000001,26.569999999999986,197.94000000000008,-129.03,101.49000000000001,39.30000000000001,58.68000000000001,59.5,-295.27,76.51000000000002,450.3100000000001,56.31,168.16
23,23,510.47999999999996,602.0799999999999,622.4799999999999,576.2400000000002,-1232.8,-14.600000000000007,226.92000000000002,115.76000000000002,-1232.86,301.02000000000015,81.50999999999999,19.100000000000065,630.34,112.25,-114.00000000000004,413.69,-53.65000000000002,203.42999999999998,460.6699999999999,51.62,-310.0299999999998,-57.77,-191.72000000000003,-23.75,85.3,-2.229999999999998,254.71000000000004,103.33000000000001,-171.57000000000002,40.89000000000001,163.91999999999993,9.690000000000003,-1136.2099999999998,55.450000000000024,-72.10000000000002,67.41,241.15999999999997,122.17000000000003,149.39,-14.57,144.25,107.05000000000001,3.8400000000000016,-41.230000000000004,132.1,-43.73999999999998,26.110000000000024,-57.96000000000001,66.40000000000002,134.08999999999995,-9.520000000000007,103.02999999999997,-142.97999999999996,12.079999999999998,-121.43000000000005,349.94,37.529999999999994,30.00999999999999,112.2,-94.43999999999998,139.21,100.66999999999999,68.94,72.09000000000002,-383.60999999999996,72.27000000000001,280.4,89.33,-4.739999999999989
24,24,-1873.3500000000004,757.57,1317.59,1550.78,-2649.3199999999993,76.18999999999998,349.71999999999997,184.2,-2400.4,308.14000000000016,161.84000000000003,756.0599999999998,248.87000000000003,66.67000000000003,-198.64999999999992,445.31,356.80999999999995,338.60999999999984,664.1999999999998,195.69000000000005,-818.3299999999999,-103.40999999999998,17.049999999999976,158.18999999999994,-64.92000000000002,152.1,338.28,204.67000000000004,-193.19000000000005,31.89,36.760000000000005,-175.84,-2232.2999999999997,34.0,-78.65000000000002,83.38,60.58999999999999,180.85000000000005,246.05000000000007,360.5600000000001,-92.26000000000002,70.55,-42.17999999999999,265.10999999999996,188.69000000000003,-139.51000000000008,200.92999999999998,-253.17000000000004,190.26,69.73,-95.83000000000001,168.54000000000002,-127.94999999999997,139.41000000000003,-312.94999999999993,597.7,321.44,231.67999999999995,368.00999999999993,-73.50000000000001,-115.00999999999999,101.55,-217.7300000000001,102.94,-731.4600000000002,42.88,543.4399999999998,156.60999999999996,36.920000000000016
25,25,-1522.6599999999999,156.36999999999998,190.81000000000003,495.61,-1794.8,-13.599999999999994,145.81,89.74,-1531.02,77.28,105.67000000000004,317.75999999999993,405.16000000000014,-69.61,-306.08,210.24999999999997,-7.149999999999967,201.87999999999997,127.88999999999997,48.39,-823.0899999999999,0.0,10.589999999999993,12.430000000000001,-95.69999999999999,-12.490000000000004,143.24999999999997,217.64999999999995,-190.75000000000006,-1.3499999999999979,7.300000000000005,-119.76,-1325.8,-44.33,-17.969999999999995,-22.08,187.55999999999997,122.52000000000002,136.82000000000002,229.00999999999993,193.04,8.769999999999992,-21.900000000000002,111.33,-58.859999999999985,-136.04000000000008,93.48,-197.11000000000004,10.54000000000002,12.759999999999991,-72.81,-22.82999999999999,-156.51,47.57,-342.99,474.05,131.71999999999997,69.46000000000001,123.84,-76.46,-160.59000000000003,44.81,-177.75,96.8,-600.7200000000001,90.11999999999998,190.39000000000001,12.160000000000005,-108.12000000000006
26,26,182.52999999999994,552.0400000000002,1123.1399999999999,1080.1200000000003,-1223.34,21.66000000000003,331.38,103.51999999999998,-1116.91,411.96000000000004,72.03,59.079999999999984,355.99999999999994,-22.86000000000001,-117.75999999999996,712.7500000000001,-91.79,258.08000000000004,876.4000000000001,66.20999999999998,-289.93,-51.93000000000001,-80.69999999999999,8.789999999999996,-27.98999999999999,-4.19,203.1,64.85,-344.6399999999999,68.67999999999999,206.00000000000003,44.80000000000001,-931.0499999999997,31.260000000000005,-87.15,-24.23999999999998,18.35,130.65,101.49999999999999,-21.060000000000002,259.78,211.35999999999999,50.829999999999984,88.61999999999999,121.72000000000001,-123.4,37.95000000000001,9.649999999999984,-32.69999999999999,46.63,-15.0,219.23999999999998,-126.25000000000001,37.60999999999999,-159.13000000000005,397.18000000000006,154.01,37.589999999999996,280.94,-87.71999999999998,311.33000000000004,138.25,87.35,50.85000000000001,-425.16999999999996,50.71000000000002,465.24,122.16999999999999,-41.51999999999999
27,27,1350.3900000000006,594.0,748.4600000000002,1015.2500000000002,-777.51,13.549999999999995,273.99999999999994,230.76000000000008,-972.5399999999998,303.32,156.83999999999997,106.75000000000004,748.77,113.97999999999998,-160.01999999999998,568.4799999999999,-30.979999999999983,180.35999999999999,507.36999999999995,127.26999999999995,-247.16000000000014,-81.01,-151.27,-17.419999999999998,43.269999999999996,37.20000000000001,253.70999999999998,178.26,-212.12,31.169999999999995,176.53000000000003,28.410000000000007,-794.3300000000002,49.61999999999998,-21.53000000000002,19.240000000000016,402.05999999999983,114.32000000000001,141.01999999999998,51.26999999999998,205.73,112.95,31.469999999999995,30.27999999999998,82.56,-82.77999999999997,14.659999999999997,-119.16999999999999,56.910000000000004,147.71999999999994,8.289999999999992,132.32,-89.84000000000002,56.73,-168.16000000000003,553.6399999999999,-2.649999999999988,-1.3000000000000353,183.45999999999998,-43.69,205.27999999999992,136.33999999999997,31.640000000000008,96.66999999999999,-339.10999999999984,40.14999999999999,278.75,95.46,-60.33
28,28,-405.7500000000001,880.0300000000002,1820.3700000000006,1293.26,-2358.289999999999,-21.420000000000012,454.22,209.6899999999999,-1896.69,417.59999999999997,341.2099999999999,773.08,31.870000000000072,222.46999999999997,-214.05999999999995,189.14999999999995,248.68000000000004,201.83000000000007,689.3100000000002,226.44999999999996,-943.4400000000003,-122.75999999999999,108.15,47.72000000000004,-14.549999999999983,51.71999999999999,306.2199999999999,314.47,-603.37,22.58000000000001,31.61999999999999,-141.8,-1290.29,37.66999999999999,-10.579999999999991,129.64000000000004,-39.13000000000001,211.31999999999996,127.42,382.6099999999999,-149.99,155.98999999999998,80.68,202.57000000000002,142.77999999999997,-155.3799999999999,162.06000000000006,-341.58,86.71999999999993,80.94000000000001,-89.47999999999999,226.07,-2.319999999999995,364.64000000000004,-288.19999999999993,386.51,135.14,89.44000000000003,327.64000000000004,-8.580000000000005,-116.97,49.620000000000026,-190.33,39.86,-776.3199999999999,65.71000000000004,618.53,159.19999999999996,-131.96999999999997
29,29,-1317.0800000000002,347.94000000000005,328.52,375.0899999999998,-1735.9000000000003,2.660000000000014,236.29999999999998,100.47999999999998,-1400.12,256.67,14.760000000000012,232.13,9.20000000000001,-184.00999999999996,-260.59999999999997,171.35000000000005,170.43999999999994,345.71999999999997,339.12,6.72999999999999,-683.17,-48.66,-25.269999999999985,-1.550000000000014,-28.07999999999999,38.74,199.25,226.07000000000002,-243.54999999999995,17.459999999999994,70.24999999999999,-107.67999999999998,-1180.6000000000001,68.02,-51.61999999999999,-1.6300000000000034,98.45999999999998,128.56000000000006,59.33,104.71000000000001,-88.12000000000003,52.349999999999994,-7.259999999999998,114.64999999999998,-50.76999999999998,-182.27000000000007,113.68000000000006,-236.91999999999993,159.24000000000007,-21.740000000000006,-76.88000000000001,79.98,-95.54999999999997,25.930000000000003,-329.15999999999997,373.87000000000006,111.75000000000003,221.27000000000004,199.98999999999998,-96.89999999999999,-149.74999999999997,83.36000000000001,-130.72,74.78000000000002,-552.2899999999998,52.52999999999997,277.2199999999999,24.869999999999994,0.0
30,30,1279.0799999999995,1088.8,1253.21,1436.1100000000004,-1315.36,97.58999999999997,536.71,474.5400000000001,-709.8000000000004,468.6500000000001,343.41000000000014,600.05,280.68000000000006,160.01,-341.19,76.07000000000001,325.42,338.8600000000001,927.4100000000001,372.46,-923.3000000000002,0.0,172.90000000000006,23.71999999999996,-95.77999999999999,17.140000000000015,161.38999999999996,498.6300000000001,-227.40000000000006,32.550000000000054,210.34,-80.66999999999996,-284.84000000000003,-52.00000000000001,-27.79000000000002,96.62000000000003,126.42999999999998,296.6400000000001,314.83000000000004,375.03,305.73999999999995,186.99,66.37,100.11999999999996,-147.85000000000002,-117.75000000000003,78.24000000000001,-321.39,-155.98,151.09999999999997,-83.52999999999997,257.01,-56.410000000000025,247.05,-294.11,141.07999999999998,609.3699999999998,133.20000000000002,453.36999999999995,131.28999999999994,-25.940000000000012,34.43000000000002,-68.1,45.400000000000006,-872.3699999999999,174.62,412.50000000000006,192.20999999999995,0.0
31,31,466.64,262.90000000000003,340.33000000000004,545.69,-518.93,2.720000000000003,86.83,102.06,-590.54,38.11999999999999,71.81,43.61999999999999,267.16,158.08,-18.830000000000005,374.1700000000001,-88.96000000000001,60.180000000000014,193.64000000000001,2.429999999999998,-59.109999999999985,9.699999999999996,-102.75999999999999,46.250000000000014,49.650000000000006,5.140000000000004,134.99999999999997,5.229999999999995,-104.95,-10.549999999999997,49.7,46.0,-543.2600000000001,-23.01,-2.05,6.700000000000001,232.60000000000002,3.0599999999999987,44.620000000000005,10.05,23.890000000000004,58.51,29.18,27.450000000000003,9.910000000000014,19.249999999999996,18.630000000000003,5.4999999999999964,77.49000000000001,148.97000000000006,-19.62,75.25999999999999,-54.93,-8.970000000000002,-20.52999999999999,281.23999999999995,-110.06000000000002,-63.72,8.75,-103.30000000000001,25.119999999999997,82.84,32.510000000000005,51.41,-141.53,44.51,152.24999999999994,56.68,65.72999999999999
32,32,626.4800000000001,253.75,1368.87,804.9300000000001,-1246.4799999999998,139.96,323.79999999999995,-14.509999999999982,-1186.6,73.57999999999998,160.09,114.89,-5.150000000000015,74.54,162.49000000000004,792.1099999999998,211.13999999999993,-28.23,516.97,-40.900000000000006,-113.66,3.2199999999999953,-1.5500000000000078,40.77000000000002,144.15000000000003,73.73,283.25999999999993,40.81000000000001,-123.06999999999996,53.08999999999999,30.399999999999995,-91.71999999999998,-1160.34,61.11999999999998,36.68999999999999,86.79000000000002,-49.56,-14.679999999999993,69.51,-36.150000000000006,-128.23999999999998,34.66,17.68,38.68999999999999,168.37000000000006,-121.48000000000002,108.07999999999998,46.87999999999998,182.96999999999994,167.43000000000004,-8.139999999999976,334.34999999999985,-78.07000000000004,54.040000000000006,42.75000000000001,390.94,115.74,-19.97000000000001,198.73999999999998,-116.04999999999998,-70.42999999999998,-38.96999999999999,-39.56,51.39000000000001,-258.85999999999996,40.480000000000004,355.98,37.419999999999995,245.79
33,33,-411.23,351.21999999999997,531.9399999999999,643.1300000000001,-1397.1299999999994,50.64999999999999,230.39000000000001,170.70000000000002,-1256.04,183.93000000000006,45.70000000000002,127.36999999999998,60.69000000000001,-82.58000000000001,-120.55000000000005,461.1600000000001,288.97999999999996,150.77999999999997,454.17,-15.82,-424.22,-55.26,-9.03999999999999,46.52000000000004,34.18999999999998,57.28000000000001,206.52,152.01999999999998,-207.96000000000004,39.60000000000001,42.53,-48.060000000000024,-1105.5300000000002,46.62,0.9199999999999973,62.16999999999996,63.5,82.27999999999999,58.239999999999995,-26.35999999999999,-98.03,57.98,-29.550000000000008,72.23,91.96999999999997,-126.43999999999997,83.03999999999999,-30.039999999999992,266.06000000000006,1.9099999999999968,-37.00000000000001,86.37,-74.5,46.56,-171.69999999999993,406.31,93.87,81.22000000000003,240.07,-95.06999999999996,-109.49999999999999,3.150000000000016,-76.71999999999998,47.41000000000001,-345.80999999999995,73.10000000000001,306.1000000000001,30.569999999999993,45.79000000000003
34,34,-360.89,947.5600000000002,1218.6,1608.97,-2275.06,80.75000000000003,366.53999999999996,310.4500000000001,-2049.8599999999997,498.21,82.84999999999997,406.55999999999995,496.8500000000001,-28.779999999999987,-277.2099999999999,444.8799999999999,69.54999999999998,412.8400000000001,913.8900000000001,208.36000000000007,-710.9799999999999,-29.06000000000001,-57.67,96.25999999999999,-110.31999999999998,14.430000000000037,304.10999999999984,201.73000000000002,-99.39000000000007,78.8,166.86,-29.13000000000001,-1949.4000000000008,36.52000000000001,-124.92000000000002,28.310000000000024,8.629999999999967,290.5999999999999,168.23000000000002,228.77,183.23999999999998,150.47,51.50000000000001,119.08999999999995,274.09000000000003,-223.75000000000003,134.55000000000004,-180.88999999999996,-69.00000000000001,162.31,-31.789999999999996,158.16,-158.73000000000002,73.80000000000001,-377.70000000000005,455.65,364.48999999999995,184.67,323.77,-35.02,114.99999999999994,116.88000000000001,33.900000000000006,110.54999999999998,-632.8500000000001,82.93999999999998,499.68,177.71999999999997,-97.42000000000002
35,35,-768.31,473.6800000000002,297.46000000000004,884.7399999999999,-1768.33,45.919999999999995,182.79999999999998,127.79000000000006,-1416.4200000000003,246.14000000000004,80.07999999999998,274.63000000000005,606.94,24.489999999999995,-236.95,268.67,-239.09999999999997,217.39,350.81000000000006,273.39,-696.9599999999998,0.0,-111.22,-8.469999999999988,-83.87999999999997,-16.380000000000003,160.48999999999995,195.29000000000002,-214.95999999999998,58.88999999999997,151.56999999999996,-83.31,-1138.48,-42.89,-95.52,40.380000000000024,197.3,181.72,143.82999999999998,201.51,293.52999999999986,97.39999999999999,23.480000000000004,23.43999999999999,35.92000000000001,-81.85999999999996,110.75999999999999,-152.70999999999998,27.720000000000006,112.22,-63.019999999999996,32.52,-235.89999999999995,45.580000000000005,-292.37999999999994,429.57000000000005,-15.289999999999992,86.54000000000002,156.36,13.060000000000022,24.14999999999999,45.08000000000002,-49.34000000000001,145.62,-623.3299999999999,86.16000000000001,233.59000000000003,129.28,-84.29999999999998
36,36,215.00000000000006,426.0200000000002,1114.7,1249.44,-1362.43,-22.329999999999977,220.85,-55.17999999999999,-1117.6699999999998,280.58000000000004,277.69000000000005,566.3600000000001,162.89999999999998,125.65999999999998,-66.69999999999997,594.5100000000002,307.18,46.67999999999998,564.39,152.02999999999997,-616.9400000000002,-42.36999999999999,51.06000000000001,-13.490000000000002,85.25999999999999,13.44,213.20000000000002,82.29,-236.91000000000003,9.759999999999993,-31.96,-113.17999999999995,-923.29,32.37999999999999,94.05,154.03000000000003,101.52000000000004,166.39000000000001,98.47999999999999,110.18999999999998,-104.95,86.07000000000001,37.08,216.32000000000002,149.70000000000002,-166.92000000000004,46.039999999999985,-107.5,309.88,105.31,-39.80000000000001,304.3399999999999,24.410000000000007,229.57,-79.50999999999998,418.2299999999999,-10.68999999999999,3.0699999999999914,230.61,53.180000000000014,-59.73,22.89,-126.26,56.06999999999999,-452.70000000000005,34.78,472.74000000000007,60.080000000000005,-130.26999999999998
37,37,-575.91,83.07000000000005,609.6099999999999,651.14,-1370.66,-8.66,220.17,166.55,-1005.9200000000001,196.57,80.92000000000002,213.20000000000002,35.25,-166.61000000000004,39.49000000000002,457.6199999999999,76.43000000000004,63.56999999999998,290.4800000000001,-56.89999999999999,-506.78,-102.82000000000001,-9.470000000000006,42.34,56.93,61.809999999999974,128.87000000000003,176.61999999999995,-247.81999999999994,25.720000000000006,105.99000000000002,-39.69999999999999,-834.9600000000003,94.79999999999998,16.629999999999995,14.910000000000004,20.02000000000002,57.55000000000003,29.43,28.90000000000001,-70.42,44.68000000000001,12.070000000000006,140.17,65.90000000000003,-169.42000000000004,146.26999999999995,-106.24000000000002,175.04999999999998,-20.689999999999994,-10.789999999999996,99.77,-64.77999999999999,26.580000000000002,-111.50000000000003,452.09000000000003,-16.000000000000007,59.33,167.19000000000005,-129.25,-108.30000000000001,-13.260000000000005,-152.66000000000003,42.43999999999999,-319.67,20.61,298.50000000000006,42.03,-111.76000000000002
38,38,68.14000000000003,1172.5,1439.78,1369.6299999999997,-1806.2500000000002,2.779999999999967,414.41999999999996,389.7400000000002,-1506.1199999999997,707.4999999999999,120.75,343.4500000000001,342.1800000000001,93.29,-287.5100000000001,29.100000000000048,-92.44000000000003,513.87,1075.5700000000004,337.07999999999976,-718.16,-87.72999999999999,-0.3600000000000154,-55.41999999999996,-90.3,54.70999999999997,271.0800000000001,408.43999999999994,-480.28999999999996,-5.979999999999995,180.73,14.090000000000002,-1088.48,-6.980000000000015,-128.56,-2.439999999999987,-71.59000000000002,373.12000000000006,259.7900000000001,241.93999999999994,250.58000000000007,237.6,-0.2199999999999953,58.77000000000002,127.98000000000002,-206.20999999999998,67.62,-386.62,-225.67000000000002,129.46999999999997,-64.97,168.53999999999996,-82.25,192.00999999999996,-281.3,235.26000000000002,254.36999999999995,123.64999999999999,413.27,36.959999999999994,209.80000000000004,177.81999999999994,9.699999999999992,78.92999999999999,-693.5200000000001,168.83999999999997,538.9000000000001,204.79999999999998,-104.49000000000001
39,39,-602.7000000000002,662.6399999999999,454.5200000000002,620.15,-1491.1699999999998,47.89000000000002,179.81999999999994,244.07999999999987,-1265.1299999999997,273.90000000000003,65.34,217.62000000000003,444.20000000000005,74.93,-254.48000000000008,160.72000000000008,-228.71999999999997,273.53,580.53,130.59,-536.5099999999999,-6.980000000000005,-137.56999999999996,23.480000000000008,-10.360000000000012,36.21999999999997,137.60000000000005,182.11000000000004,-221.38000000000008,-13.219999999999995,191.92999999999998,-20.219999999999988,-1006.5900000000003,4.450000000000011,-51.38,53.719999999999985,167.21000000000006,150.04999999999998,77.30999999999997,162.91,194.52999999999992,100.63000000000001,32.230000000000004,-4.870000000000019,23.72000000000001,-83.84,77.89000000000001,-254.01,22.53000000000001,128.49999999999997,-70.02000000000001,24.989999999999977,-193.72999999999996,59.29,-269.1899999999999,421.78999999999996,-38.48,104.48,147.18,-79.75,96.32,120.32000000000004,104.86000000000001,103.32000000000001,-580.9799999999998,50.75000000000002,295.66999999999996,126.8,0.0
40,40,-422.0600000000003,569.34,1876.93,1156.61,-1764.0300000000002,-60.94,410.85999999999996,188.77999999999994,-1551.5500000000002,115.34999999999998,525.3399999999998,1030.1999999999996,97.18999999999998,300.66,-584.0600000000002,1.4300000000000366,116.54999999999993,249.25999999999988,720.29,398.8500000000001,-1035.81,0.0,113.14000000000001,6.520000000000033,-116.77999999999997,-18.510000000000005,239.48999999999995,447.38,-531.9800000000001,-63.80999999999999,44.63000000000002,-222.73000000000002,-797.41,-116.05000000000001,18.589999999999996,74.81000000000002,141.01,215.53000000000003,248.72000000000003,625.83,12.129999999999962,15.029999999999992,14.93,264.13,-220.90999999999997,-96.51999999999998,208.11000000000004,-443.1000000000001,-148.14000000000004,135.87999999999997,-167.71999999999997,139.16999999999996,-29.80000000000002,283.36000000000007,-607.5300000000002,359.0899999999999,224.33000000000007,77.08000000000003,565.9599999999997,30.81000000000002,-158.81000000000006,-47.84,-248.99,69.16999999999999,-969.2299999999999,174.87000000000003,446.15,229.53999999999996,0.0
